,drug_name,condition,nltkRScore,useful_count_encoded
205831,3250,874,1,1
205832,858,420,1,2
205833,1822,609,3,2
205834,167,868,1,1
205835,3405,170,3,2
205836,3533,522,1,2
205837,3373,552,1,2
205838,3617,627,1,2
205839,672,789,1,1
205840,1406,134,3,2
205841,566,283,3,1
205842,1407,174,1,2
205843,642,840,1,1
205844,1051,174,3,2
205845,654,746,2,2
205846,2302,175,3,1
205847,758,162,1,1
205848,1571,707,3,1
205849,3149,333,1,2
205850,1232,393,2,1
205851,1267,600,3,1
205852,3272,770,1,1
205853,3218,249,2,2
205854,376,817,2,2
205855,2302,175,3,1
205856,3648,789,2,2
205857,3626,474,3,1
205858,1103,283,1,2
205859,1446,133,1,2
205860,967,273,1,1
205861,1874,175,1,2
205862,3625,522,1,2
205863,2419,572,3,1
205864,199,474,1,1
205865,3156,325,1,2
205866,2617,314,3,2
205867,1787,633,1,1
205868,3315,175,1,1
205869,3570,175,3,1
205870,1108,633,1,2
205871,2381,175,1,1
205872,1657,427,3,1
205873,967,273,1,1
205874,2130,874,1,1
205875,1779,770,3,1
205876,1264,175,2,2
205877,2187,225,1,1
205878,2585,889,1,1
205879,1874,314,1,1
205880,2043,175,3,1
205881,1476,175,1,1
205882,2893,264,3,2
205883,2135,175,1,1
205884,1231,133,3,1
205885,2798,275,3,1
205886,1819,174,3,2
205887,1893,633,3,2
205888,654,746,2,2
205889,1265,175,1,1
205890,3625,273,1,2
205891,2316,175,1,1
205892,1266,175,3,1
205893,190,434,3,1
205894,961,175,3,1
205895,1822,609,1,1
205896,3576,474,1,2
205897,1057,410,2,1
205898,362,633,1,2
205899,3579,356,3,2
205900,2585,601,2,2
205901,1272,175,1,1
205902,506,601,3,2
205903,1864,324,1,2
205904,1874,175,1,1
205905,2190,393,1,1
205906,967,273,1,1
205907,2971,175,1,1
205908,82,233,1,1
205909,1096,175,1,1
205910,3173,633,1,2
205911,3117,867,1,1
205912,1096,175,3,1
205913,1266,175,1,1
205914,1266,84,1,1
205915,234,80,3,2
205916,2400,273,1,2
205917,1619,133,3,2
205918,1288,541,1,1
205919,3098,387,3,1
205920,831,175,1,1
205921,1792,133,3,2
205922,3312,175,3,1
205923,3624,541,1,1
205924,2463,722,2,1
205925,231,783,2,1
205926,1265,175,1,1
205927,1267,175,1,2
205928,1079,474,3,2
205929,552,633,1,1
205930,1668,175,3,1
205931,555,273,3,2
205932,672,789,1,1
205933,759,87,3,2
205934,146,746,1,2
205935,1949,889,3,2
205936,967,273,3,2
205937,1231,602,1,2
205938,2472,101,1,2
205939,1918,174,3,1
205940,28,393,3,1
205941,1096,175,1,1
205942,2528,273,1,1
205943,821,80,1,2
205944,1334,225,3,2
205945,539,133,1,2
205946,1874,175,1,1
205947,361,175,1,1
205948,90,80,1,2
205949,3414,233,3,1
205950,2701,273,1,1
205951,2302,175,1,1
205952,1930,175,3,1
205953,3437,789,3,1
205954,2085,675,1,2
205955,2085,283,1,2
205956,687,101,1,1
205957,3581,601,3,2
205958,3437,789,3,1
205959,2778,889,3,2
205960,3318,87,3,1
205961,2009,183,1,1
205962,2778,889,3,2
205963,1413,203,1,1
205964,425,474,1,2
205965,1104,241,1,1
205966,268,722,1,1
205967,2074,601,3,1
205968,1848,406,3,1
205970,3414,414,1,1
205971,3437,789,3,1
205972,2074,601,3,1
205973,1658,541,3,1
205974,2345,318,3,1
205975,1275,622,1,2
205976,3564,175,3,1
205977,2446,175,3,1
205978,3482,273,3,2
205979,1246,683,3,1
205980,2178,874,1,1
205981,1874,175,1,1
205982,743,805,3,1
205983,1874,314,1,1
205984,2234,761,1,2
205985,1406,522,1,1
205986,1198,406,3,1
205987,1381,170,1,2
205988,2165,273,3,1
205989,2178,874,1,1
205990,2194,183,3,1
205991,2302,175,3,1
205992,2478,225,3,2
205993,1748,170,3,2
205994,2754,522,1,2
205995,2996,758,1,1
205996,1272,175,1,1
205997,1862,192,3,1
205998,2962,346,1,2
205999,190,434,1,1
206000,1406,695,3,2
206002,3068,406,1,1
206003,1657,237,1,1
206004,3625,790,1,2
206005,2958,758,1,1
206006,2246,346,2,2
206007,3645,613,1,2
206008,1947,637,1,2
206009,327,133,1,2
206010,2381,175,1,1
206011,2302,175,3,1
206012,2672,633,1,1
206013,3512,613,3,2
206014,1532,192,3,2
206015,1668,175,3,1
206017,2965,889,3,1
206018,3005,325,3,2
206019,3600,406,3,1
206020,3350,283,3,1
206021,773,133,1,2
206022,2979,838,3,1
206023,714,884,1,2
206024,1844,174,1,2
206025,1406,602,3,1
206026,961,175,1,1
206027,343,175,1,1
206028,1099,87,3,1
206029,2366,282,3,1
206030,3068,406,1,1
206031,404,867,1,1
206032,1272,175,1,1
206033,426,601,3,2
206034,1949,889,3,2
206035,2785,174,3,2
206036,2164,175,3,1
206037,3000,637,1,1
206038,1826,758,1,2
206039,3046,406,3,1
206040,2785,273,1,1
206041,1231,133,1,1
206042,3305,87,3,2
206044,2230,630,3,2
206045,2005,241,1,1
206046,2130,874,3,1
206047,2652,743,3,2
206048,1883,133,1,1
206049,1883,273,2,2
206050,2304,273,1,2
206051,1779,770,3,2
206052,2135,675,1,1
206053,3525,80,3,2
206054,3483,273,1,2
206055,231,867,1,1
206056,3297,273,1,2
206057,1874,314,3,2
206058,1272,175,1,1
206059,3378,314,1,1
206060,2164,175,1,1
206061,874,555,1,2
206062,3482,273,1,1
206064,190,434,3,1
206065,1858,318,3,1
206066,2164,175,1,1
206067,758,162,1,1
206068,1709,552,1,2
206069,1378,555,1,1
206070,749,242,3,1
206071,3103,185,3,2
206072,1265,175,1,1
206073,320,144,1,1
206074,2997,758,1,1
206075,1984,288,1,2
206076,3117,192,3,1
206077,1952,633,1,1
206078,1924,175,3,1
206079,943,174,3,2
206080,425,474,3,2
206081,1619,768,3,2
206082,1443,312,1,1
206083,2444,175,3,1
206084,1051,526,2,2
206085,1079,474,1,2
206086,1819,174,2,1
206087,598,283,1,2
206088,230,396,3,1
206089,425,474,1,1
206090,2164,175,3,1
206091,591,541,3,1
206092,1079,474,3,2
206093,1272,175,3,1
206094,2302,175,3,1
206095,2011,693,1,1
206096,1266,175,3,1
206097,1406,273,3,2
206098,1668,175,3,1
206099,3267,542,3,1
206100,1872,674,1,2
206101,1517,183,3,2
206102,1204,87,3,1
206103,2009,183,1,1
206104,361,175,3,1
206105,1482,153,2,1
206106,1231,369,3,1
206107,1930,175,1,1
206108,1265,175,3,1
206109,3267,601,3,2
206110,343,175,3,1
206111,1947,637,1,1
206112,84,87,3,1
206113,1272,175,3,1
206114,3166,472,1,1
206115,2153,175,2,1
206116,3297,474,3,1
206117,967,273,1,1
206118,2076,857,3,2
206119,511,865,1,1
206120,1446,133,3,2
206121,828,601,1,1
206122,234,80,3,2
206123,3483,273,3,2
206124,3472,633,1,2
206125,1263,175,3,1
206126,552,225,1,2
206127,3451,522,1,1
206128,1272,175,1,1
206129,1263,318,1,1
206130,731,273,1,1
206131,3463,325,3,2
206132,1231,369,1,1
206133,3283,346,3,2
206134,1487,175,3,2
206135,598,283,1,1
206136,1915,889,3,1
206137,1023,633,1,1
206138,2383,80,3,1
206139,3437,789,3,1
206140,2785,182,3,2
206141,815,387,3,1
206142,2044,655,1,1
206143,48,159,1,1
206144,1978,174,1,2
206145,2478,633,1,2
206146,3000,637,1,2
206147,3318,175,1,1
206148,38,633,3,2
206149,3315,56,1,1
206150,3348,865,2,2
206151,2586,601,3,2
206152,1266,175,3,1
206153,2387,255,2,1
206154,253,100,2,2
206155,3288,547,3,1
206156,3087,721,3,2
206157,1108,159,3,1
206158,2095,176,3,2
206159,2052,471,3,1
206160,150,420,1,2
206161,3541,133,3,1
206162,555,273,1,1
206163,3464,484,1,1
206164,1917,419,1,2
206165,3315,175,3,1
206166,2130,874,1,1
206167,1494,552,1,2
206168,656,273,1,2
206170,403,87,1,1
206171,2481,225,3,2
206172,3267,542,1,1
206173,1265,175,1,1
206174,654,746,3,1
206175,3451,273,3,2
206176,2733,110,2,2
206177,831,175,1,1
206178,2478,633,1,2
206179,3000,273,1,2
206180,370,454,3,2
206181,1874,314,1,1
206182,978,777,3,1
206183,878,492,1,1
206184,2164,175,2,1
206185,1873,273,1,2
206186,2175,311,1,2
206187,882,128,1,1
206188,1874,314,3,1
206189,1826,182,3,1
206190,672,789,3,1
206191,1616,817,1,2
206192,821,80,1,2
206193,2165,273,1,1
206194,1099,87,3,1
206195,743,778,1,1
206196,2515,175,1,1
206197,270,175,3,1
206198,731,273,1,1
206199,1263,175,1,1
206200,1083,674,1,1
206201,2996,759,3,1
206202,896,406,3,1
206203,1079,273,1,1
206204,739,87,3,1
206205,2481,633,3,2
206206,553,613,3,1
206207,86,721,1,1
206208,1265,175,1,1
206209,2171,603,1,1
206210,1915,601,1,2
206211,2444,175,3,1
206212,328,80,3,2
206213,3000,174,1,1
206214,303,175,1,1
206215,3267,542,1,2
206216,1901,243,3,2
206217,3000,790,3,2
206218,2619,779,1,2
206219,2165,522,1,2
206220,743,778,3,2
206221,3582,175,3,1
206222,2402,419,1,2
206223,1746,671,3,1
206224,517,522,3,1
206225,2133,175,1,1
206226,180,637,1,2
206227,2701,273,3,1
206228,3518,273,3,1
206229,648,778,1,1
206230,654,622,1,2
206231,2120,164,1,1
206232,2302,175,1,1
206233,1874,84,1,1
206234,1646,447,1,1
206235,3000,695,3,2
206236,1272,175,3,1
206237,325,542,3,1
206238,3649,493,1,1
206239,2585,889,3,2
206240,2962,346,1,2
206241,3272,542,1,1
206242,1512,283,1,2
206243,1406,134,1,2
206244,3218,249,3,1
206245,3297,474,3,2
206246,2515,175,3,1
206247,2962,346,1,2
206248,743,840,1,1
206249,2524,133,3,2
206250,1272,175,1,1
206251,2481,225,3,1
206252,3032,175,3,1
206253,3633,633,1,2
206254,2675,151,1,1
206255,3287,537,2,2
206256,556,601,3,2
206257,1883,133,1,1
206258,2755,20,3,1
206259,28,393,3,1
206260,1142,273,3,2
206261,426,889,1,2
206262,2009,183,1,1
206263,1792,133,3,1
206264,1096,175,1,1
206265,948,175,1,1
206266,3518,273,1,2
206267,2165,273,3,2
206268,585,356,3,1
206269,564,225,3,2
206270,1265,538,1,1
206271,3260,746,3,1
206272,1668,175,1,1
206273,3287,538,3,1
206274,1737,87,3,2
206275,3102,613,1,2
206276,328,80,3,2
206277,1985,583,1,1
206278,727,778,3,2
206279,3318,175,1,1
206280,82,233,3,1
206281,1532,346,1,2
206282,1975,711,1,2
206283,3156,325,3,2
206284,1272,175,1,1
206285,831,175,1,1
206286,2996,174,1,1
206287,556,601,3,1
206288,1264,175,3,1
206289,3482,273,1,2
206290,190,434,3,1
206291,2194,183,3,1
206292,1182,721,3,1
206294,1096,175,1,1
206295,1263,175,1,1
206296,3625,273,3,1
206297,1296,283,1,2
206298,3173,633,1,2
206299,688,484,3,2
206300,1352,103,1,1
206301,1256,721,3,1
206302,3525,80,3,2
206303,654,633,3,2
206304,3600,406,1,1
206305,591,541,2,2
206306,2419,572,1,1
206307,3272,542,3,2
206308,646,192,1,1
206309,2242,244,1,1
206310,344,805,1,2
206311,3272,542,3,1
206312,2893,148,1,2
206313,1874,175,3,1
206314,2130,874,1,1
206315,1874,175,2,1
206316,656,273,3,1
206317,696,249,3,1
206318,3076,175,3,1
206319,3451,273,1,1
206320,2326,867,1,1
206321,2177,874,1,1
206322,1536,80,3,2
206323,21,87,1,1
206324,1263,175,3,1
206325,1874,175,1,1
206326,2381,175,3,1
206327,984,80,3,2
206328,2778,889,1,2
206329,2831,541,1,2
206330,2120,749,2,1
206331,391,419,1,1
206332,3476,283,3,1
206333,327,133,3,2
206334,82,410,1,1
206335,1658,541,3,1
206336,3076,175,1,1
206337,1792,174,1,2
206338,234,80,1,2
206339,1483,42,3,1
206340,2299,165,3,1
206341,3315,175,1,1
206342,1413,143,1,1
206343,567,419,3,2
206344,1001,133,1,2
206345,2151,133,1,1
206346,967,273,3,1
206347,1482,174,1,1
206348,2585,889,1,2
206349,2478,633,2,2
206350,2199,250,3,1
206351,3482,522,1,1
206352,132,144,3,1
206353,988,249,3,1
206354,3654,273,3,2
206355,3013,375,1,1
206356,3184,175,1,1
206357,161,103,3,1
206358,3370,633,2,1
206359,2668,275,1,1
206360,1556,406,3,2
206361,1335,225,1,2
206362,1908,484,3,2
206363,2302,175,1,1
206366,99,203,3,2
206367,2305,420,3,1
206368,2309,789,3,2
206369,1266,175,3,1
206370,2738,653,3,2
206371,2310,789,3,1
206372,2785,522,1,1
206373,2164,175,3,2
206374,860,147,1,1
206375,2672,583,3,2
206376,2003,241,3,2
206377,1874,175,1,1
206378,1487,175,1,1
206379,3472,746,1,2
206380,2524,133,1,2
206381,1096,175,1,1
206383,1520,127,3,1
206384,2402,419,3,2
206385,1414,201,3,1
206386,3283,225,1,1
206387,731,273,1,2
206388,3074,87,3,1
206389,6,273,3,2
206390,1949,889,3,2
206391,1096,175,3,1
206392,1180,865,3,2
206393,2043,110,2,1
206394,539,133,1,2
206395,2209,148,3,2
206396,3250,874,1,1
206397,3156,325,1,2
206398,799,383,1,1
206399,1266,175,3,1
206400,2997,602,3,2
206401,1334,633,1,1
206402,2996,273,3,2
206403,2446,175,3,1
206404,3297,768,1,2
206405,2130,874,3,1
206406,1848,406,3,2
206407,222,419,1,1
206408,2701,273,3,2
206409,1263,175,1,1
206410,1182,722,3,1
206411,2443,175,1,1
206412,1874,175,3,1
206413,672,789,1,1
206414,2617,314,2,1
206415,3197,474,1,2
206416,2618,314,3,1
206417,3000,273,1,2
206418,3117,867,3,2
206419,592,175,3,1
206420,2164,175,3,1
206421,2458,472,1,2
206422,1231,602,1,1
206423,277,746,3,2
206424,2419,572,2,1
206425,2165,522,3,2
206426,553,613,3,2
206427,3388,835,3,2
206428,967,174,3,1
206429,1360,393,3,1
206430,3297,474,2,2
206431,1874,84,1,1
206432,1026,812,1,1
206433,3334,273,1,2
206434,1874,84,1,1
206435,1406,273,1,1
206436,2400,174,3,2
206437,2303,314,1,1
206438,1007,633,3,2
206439,3525,80,3,1
206440,3596,87,3,1
206441,2750,84,3,2
206442,3422,414,3,2
206443,3315,175,1,1
206444,2199,250,3,1
206445,95,889,1,1
206446,2405,764,3,1
206447,2831,541,1,1
206448,3156,325,2,1
206449,1556,406,3,2
206450,451,87,3,1
206451,1916,80,3,2
206452,391,419,3,2
206453,3350,283,1,2
206454,628,555,1,2
206455,1915,889,1,1
206456,88,87,3,1
206457,2293,633,3,2
206458,3318,175,3,1
206459,86,856,2,1
206460,270,175,1,1
206461,773,474,1,2
206462,1756,175,1,1
206463,1874,175,1,1
206464,1446,541,3,2
206465,828,889,1,2
206466,139,167,3,1
206467,3260,746,3,2
206468,1874,175,2,1
206469,88,87,3,1
206470,3414,233,1,1
206471,1619,768,3,1
206472,1265,175,2,1
206473,1819,174,3,2
206474,2197,778,1,1
206475,1916,80,2,1
206476,2731,880,1,2
206477,1051,174,1,2
206478,1883,273,3,2
206479,3102,613,1,2
206480,180,637,3,2
206481,1272,175,1,1
206482,2644,175,1,1
206483,1255,474,1,1
206484,1762,175,3,1
206485,1272,175,3,2
206486,86,253,3,2
206487,1949,889,1,1
206488,758,162,1,2
206489,1879,860,3,2
206490,2108,616,3,1
206491,2434,233,1,1
206492,961,175,3,1
206493,2938,175,3,1
206494,1265,175,3,1
206495,773,637,1,1
206496,1980,602,3,1
206497,2965,601,1,1
206498,1949,889,1,2
206499,2005,241,3,2
206500,2302,175,3,1
206501,1265,175,1,1
206502,166,601,3,2
206503,492,291,1,1
206504,1924,175,1,1
206505,1593,419,2,2
206506,1261,175,1,1
206507,2302,175,1,1
206508,2135,175,1,1
206509,3061,749,3,1
206510,2032,250,3,1
206511,2120,162,1,1
206512,3625,790,3,2
206513,2130,874,1,1
206514,1883,133,1,2
206515,773,637,1,2
206516,180,182,1,1
206517,759,87,1,1
206518,1883,133,3,2
206519,1761,318,1,1
206520,2341,633,1,1
206521,2785,182,3,1
206522,1278,80,1,1
206523,2164,84,3,1
206524,2886,759,1,1
206525,2672,369,1,2
206526,2381,175,3,1
206527,731,273,3,1
206528,605,287,3,1
206529,565,283,3,2
206530,2164,175,3,1
206531,1915,283,1,2
206532,6,174,3,1
206533,2458,472,3,2
206534,2114,124,3,2
206535,1264,175,3,1
206536,3370,633,3,1
206537,2253,159,3,2
206538,6,174,1,2
206539,831,175,1,1
206540,1446,174,3,2
206541,1001,133,1,1
206542,2130,874,2,1
206543,3074,419,1,2
206544,1612,633,1,1
206545,1007,633,1,1
206546,3451,174,1,2
206547,3032,175,1,1
206548,2845,420,3,1
206549,3518,273,1,2
206550,2165,133,3,1
206551,2302,175,1,1
206552,1714,80,1,2
206553,735,183,1,1
206554,3360,249,3,1
206555,2945,893,3,1
206556,1883,273,1,2
206557,48,633,1,1
206558,86,746,1,1
206559,498,175,1,1
206560,3250,874,1,1
206561,425,474,3,2
206562,3451,369,1,2
206563,987,80,3,1
206564,3449,87,1,1
206565,2375,633,3,2
206566,1275,622,3,2
206567,361,175,1,1
206568,2264,103,1,1
206569,1034,419,1,1
206570,3272,542,1,2
206571,1272,175,3,1
206572,3349,220,3,1
206573,2618,314,1,2
206574,301,680,1,1
206575,2302,175,1,1
206576,2302,175,1,1
206577,2164,175,3,2
206578,1874,175,1,1
206579,2009,183,3,2
206580,1272,175,3,1
206581,1915,601,1,1
206582,2449,175,1,1
206583,1955,419,1,2
206584,1406,273,3,2
206585,3437,789,3,1
206586,1023,633,1,1
206587,2135,175,3,1
206588,539,133,1,2
206589,3545,746,3,1
206590,2392,87,3,1
206591,270,675,3,1
206592,2785,474,1,2
206593,384,216,1,2
206594,743,396,1,1
206595,641,778,1,2
206596,3437,789,3,2
206597,3168,170,2,2
206598,2310,789,1,1
206599,426,601,3,1
206600,2405,764,3,2
206601,1266,175,1,2
206602,1007,159,1,2
206603,180,637,1,2
206604,2473,174,3,2
206605,1826,174,1,1
206606,831,175,1,1
206607,1083,162,1,2
206608,2099,555,2,1
206609,1918,174,3,2
206610,283,186,1,2
206611,2375,633,1,2
206612,3135,474,3,2
206613,1947,133,3,2
206614,2165,474,3,1
206615,1263,175,3,1
206616,2260,103,3,1
206617,2754,273,3,2
206618,2804,419,1,1
206619,1874,314,1,1
206620,2360,273,3,2
206621,2893,726,1,2
206622,234,80,3,2
206623,553,613,1,1
206624,426,889,1,2
206625,64,874,1,1
206626,403,698,3,2
206627,758,162,1,1
206628,3313,531,3,2
206629,1612,633,3,1
206630,1955,419,3,2
206631,2585,889,3,1
206632,2565,633,3,1
206633,3614,174,1,1
206634,3272,542,1,2
206635,2804,285,3,1
206636,2345,175,1,1
206637,3102,613,1,2
206638,2085,283,1,2
206640,377,749,3,1
206641,2048,84,2,1
206642,1520,722,1,1
206643,874,555,1,1
206644,3000,637,1,2
206645,1979,175,3,1
206646,1917,542,3,1
206647,1263,175,3,1
206648,967,273,1,1
206649,1844,174,3,2
206650,1265,175,1,1
206651,715,325,3,1
206652,3287,537,1,1
206653,449,249,3,2
206654,556,601,1,2
206655,2754,522,1,2
206656,731,134,2,2
206657,3625,273,1,2
206658,1883,133,1,2
206659,268,722,3,1
206660,967,273,3,2
206661,3297,768,1,2
206662,2302,175,3,1
206663,1272,175,3,1
206664,2091,633,3,2
206665,3625,273,1,2
206666,2302,175,1,1
206667,3297,474,3,2
206668,1149,406,3,2
206669,2446,175,1,1
206670,596,175,3,1
206671,1874,175,1,1
206672,2887,567,2,1
206673,1001,532,1,2
206674,772,602,1,1
206675,2182,175,1,1
206676,2194,183,3,1
206677,214,633,1,2
206678,1266,175,3,1
206679,1349,273,1,2
206680,1141,522,3,1
206681,488,241,1,1
206682,814,133,1,1
206683,48,159,3,2
206684,327,133,1,1
206685,2735,117,1,2
206686,353,285,1,2
206687,1679,383,1,2
206688,735,183,3,1
206689,2754,134,3,2
206690,1266,87,3,1
206691,2043,175,3,1
206692,3525,80,1,1
206693,627,174,3,1
206694,1481,387,3,1
206695,1949,889,1,1
206696,1231,273,3,2
206697,1817,242,3,1
206698,727,192,1,1
206699,1862,192,3,1
206700,773,133,3,2
206701,1104,241,3,1
206702,569,443,1,1
206703,948,318,3,2
206704,1108,133,1,2
206705,1446,133,1,2
206706,3451,133,3,2
206707,2197,162,3,1
206708,421,817,3,1
206709,3626,474,3,1
206710,828,601,1,2
206711,48,159,2,1
206712,2585,889,3,1
206713,1446,583,1,1
206714,1874,314,3,1
206715,2672,581,1,2
206717,2498,759,1,1
206718,199,474,3,2
206719,21,87,3,1
206720,1007,633,3,1
206721,3451,369,3,2
206722,2480,630,1,1
206723,2419,572,3,1
206724,1616,779,2,2
206725,1182,746,3,2
206726,1709,552,1,1
206727,1096,87,3,1
206728,1007,622,1,2
206729,850,671,3,1
206730,1719,283,3,2
206731,2985,241,1,1
206732,1231,133,1,1
206733,3008,170,1,2
206734,3132,183,3,2
206735,828,601,1,2
206736,1266,175,3,1
206737,1079,474,3,2
206738,88,87,1,1
206739,2120,372,1,1
206740,656,273,3,2
206741,1272,175,1,1
206742,1246,683,3,2
206743,1805,273,1,2
206744,2886,592,3,2
206745,2911,743,3,1
206746,716,142,3,1
206747,553,613,3,2
206748,2043,84,1,1
206749,2185,143,1,2
206750,3329,447,1,2
206751,1266,175,1,1
206752,1007,633,1,1
206753,3525,80,1,2
206754,361,175,1,1
206755,1507,296,1,1
206756,1930,84,1,1
206757,359,778,1,1
206758,2756,569,3,1
206759,1265,175,1,1
206760,3297,474,1,2
206761,3437,789,3,1
206762,1231,133,1,1
206763,1810,770,3,2
206764,1874,175,3,2
206765,1272,175,3,1
206766,3324,419,2,2
206767,2845,420,1,1
206768,3095,80,3,1
206769,1360,393,3,1
206770,6,758,1,1
206771,1406,134,3,1
206772,1051,174,1,2
206773,48,633,1,2
206774,2130,874,3,1
206775,2446,175,3,1
206776,2931,148,1,2
206777,1874,175,2,2
206778,1265,175,3,1
206779,180,637,1,1
206780,1874,314,3,1
206781,1979,175,3,1
206782,25,622,3,1
206783,1947,133,1,2
206784,2302,175,1,1
206785,180,133,3,1
206786,3625,273,3,2
206787,1272,175,1,1
206788,488,241,3,1
206789,426,889,1,1
206790,3533,273,3,2
206791,2586,889,3,2
206792,2886,174,3,1
206793,1901,484,3,1
206794,3030,555,3,2
206795,3305,87,3,1
206796,2043,175,3,1
206798,3252,461,3,2
206799,3076,175,3,1
206800,3456,419,3,2
206801,2003,241,1,2
206802,674,175,3,1
206803,2965,601,3,2
206804,200,474,3,1
206805,3370,633,1,1
206806,1090,103,2,1
206807,3156,325,3,1
206808,190,434,3,1
206809,656,637,1,2
206810,88,87,1,1
206811,1974,474,1,2
206812,3483,522,2,2
206813,84,87,3,2
206814,1272,175,1,1
206815,3518,522,2,1
206816,2170,622,1,2
206817,1014,87,3,1
206818,1096,87,1,1
206819,2253,823,3,1
206820,2381,175,3,1
206821,2157,87,1,1
206822,2392,175,1,1
206823,1737,87,3,1
206824,182,325,3,2
206825,1096,175,3,1
206826,1619,133,1,2
206827,1272,175,3,1
206828,2895,541,1,2
206829,1985,583,2,2
206830,2130,874,1,1
206831,2738,542,1,1
206832,1334,225,1,2
206833,974,240,3,1
206834,1719,283,3,2
206835,3569,538,3,2
206836,2672,287,1,2
206837,1013,601,3,1
206838,1874,175,3,1
206839,731,134,3,2
206840,3318,175,1,1
206841,3437,789,1,1
206842,2164,175,1,1
206843,1697,283,3,2
206844,1266,175,1,1
206845,614,174,3,2
206846,1231,522,3,2
206847,2636,183,1,1
206848,1872,867,1,1
206849,2617,314,2,1
206850,1406,522,1,2
206851,1874,175,3,1
206852,553,613,3,2
206853,1769,356,1,2
206854,2199,250,3,1
206855,1901,243,3,2
206856,403,867,2,1
206857,449,249,1,1
206858,1272,175,1,1
206859,2109,80,1,1
206860,405,783,3,1
206861,3533,273,3,2
206862,1239,175,1,1
206863,474,175,3,1
206864,3156,325,3,2
206865,2894,108,3,2
206866,2341,159,1,2
206867,327,133,1,2
206868,1978,174,1,2
206869,1265,175,3,1
206870,3355,467,3,1
206871,1985,369,3,2
206872,1099,87,3,1
206873,3076,175,1,1
206874,3313,531,3,2
206875,2585,889,1,2
206876,3095,80,1,1
206877,2381,175,1,1
206878,88,87,3,2
206879,2778,889,1,1
206880,284,522,1,1
206881,3000,273,1,1
206882,3569,175,2,1
206883,2636,183,3,1
206884,222,419,1,2
206885,3323,474,3,1
206886,1272,175,1,1
206887,1924,31,1,1
206888,2194,183,3,2
206889,217,542,1,2
206890,1007,541,1,1
206891,3032,175,3,1
206892,3025,142,3,2
206893,1935,291,1,2
206894,1267,175,3,1
206895,1231,133,1,2
206896,3451,133,1,2
206897,1090,569,1,1
206898,1001,555,2,2
206899,1381,868,3,2
206900,3620,572,3,1
206901,2185,143,3,2
206902,881,225,1,2
206903,1272,175,3,1
206904,2130,874,1,1
206905,1874,175,1,1
206906,1719,283,1,2
206907,1142,273,1,1
206908,3541,133,3,2
206909,3156,325,3,2
206910,967,273,1,1
206911,3626,474,1,1
206912,1108,369,1,1
206913,3625,790,1,2
206914,1272,175,3,1
206915,1006,573,1,2
206916,948,175,3,1
206917,3250,874,1,1
206918,716,103,3,2
206919,1650,723,1,2
206920,3250,874,3,1
206921,1924,175,3,1
206922,1978,174,3,1
206923,2179,874,3,1
206924,2193,244,1,1
206925,2618,314,3,1
206926,3556,299,1,1
206927,556,601,1,1
206928,3168,170,3,2
206930,48,633,3,2
206931,2785,174,3,2
206932,908,87,3,2
206933,2381,175,1,1
206934,2585,889,3,2
206935,3047,406,3,1
206936,2736,122,3,1
206937,3352,387,3,1
206938,1745,749,1,1
206939,1297,419,3,1
206940,2400,273,3,2
206941,2619,746,1,2
206942,872,175,3,1
206943,731,134,1,2
206944,1263,175,1,1
206945,1264,175,1,1
206946,1986,410,1,1
206947,3664,314,1,1
206948,653,622,2,2
206949,1917,419,1,1
206950,2585,889,3,2
206951,1908,241,3,1
206952,539,133,1,1
206953,1858,318,1,2
206955,2009,183,1,1
206957,3549,601,3,2
206958,289,219,3,2
206959,557,133,3,2
206960,2736,122,1,1
206961,2135,175,3,1
206962,3250,874,1,1
206963,2886,273,1,2
206964,2618,314,1,1
206965,2161,743,1,2
206966,1874,314,1,1
206967,3032,175,3,1
206968,1231,133,1,1
206969,2120,228,1,1
206970,6,273,3,1
206971,1874,175,1,1
206972,2085,283,1,2
206973,2486,633,1,2
206974,731,134,1,1
206975,1237,326,1,1
206976,3274,633,1,1
206977,384,216,1,1
206978,1272,175,3,1
206979,2164,175,1,1
206980,3250,874,3,1
206981,1930,20,3,1
206982,1066,108,3,2
206983,2636,183,3,1
206984,2833,761,3,2
206985,2585,889,1,2
206986,2187,633,1,2
206987,2895,541,3,1
206988,3250,874,1,1
206989,2163,175,3,1
206990,987,80,1,2
206991,708,484,1,1
206992,2664,134,3,1
206993,530,443,3,1
206994,3283,633,1,1
206995,2618,314,1,1
206996,1874,175,3,1
206997,90,80,3,2
206998,2502,542,3,2
206999,1205,87,3,1
207000,3000,369,3,2
207001,3135,474,1,2
207002,2302,175,1,1
207003,2785,602,1,1
207004,1261,175,2,1
207005,2383,567,1,1
207006,2003,241,1,1
207007,2481,633,1,1
207008,2585,889,1,1
207009,2009,183,3,2
207010,3522,174,3,2
207011,213,243,3,2
207012,2449,175,3,1
207014,2302,175,3,1
207015,2847,743,1,1
207016,3625,273,1,2
207017,922,80,1,1
207018,12,410,1,1
207019,301,174,3,1
207020,1272,175,3,1
207021,557,133,1,1
207022,1901,484,3,2
207023,1874,175,3,1
207024,82,410,3,1
207025,3562,225,3,1
207026,3297,474,3,2
207027,1446,633,1,2
207028,2585,889,3,2
207029,3184,175,3,1
207030,3334,273,1,2
207031,3211,170,3,2
207032,3568,105,2,1
207033,758,162,1,1
207034,831,175,1,1
207035,948,175,1,1
